name,Town/City
UNITED PENTECOSTAL CHURCH IN EUROPE TRUST,LONDON
United Pentecostal Church of Great Britain & Ireland,London
United Reformed Church,London
United Smile Centres,London
United Society for the Propagation of the Gospel,London
United Strategic LTD,London
United Synagogue,London
UNITED VISUAL ARTISTS LIMITED,London
UNITEDLEX LIMITED,LONDON
Universal Basket Limited,London
Universal Design Studio,London
Universal House Wentworth Street LLP,London
Universal Infotech Ltd,London
Universal Mail United Kingdom Ltd,London
Universal Music Arts & Entertainment Ltd.,London
Universal Music Operations Ltd.,London
Universal Music Operations Ltd,London
Universal Music Publishing Ltd.,London
University College London Hospitals NHS Foundation Trust,London
University College London,London
University College of Osteopathy,London
University College School,London
University Jewish Chaplaincy,London
University of California Trust (UK),London
University of Chicago Booth School of Business,London
University of East London,London
University of London,London
University of North Carolina,London
University of Notre Dame,London
University of the Arts London Students' Union,London
University of the Arts London,London
University of Westminster Students' Union,London
University of Westminster,London
Unlockd Media Operations Ltd,London
Unlocking Language Limited,London
UnLtd,London
Unrd Ltd,London
Unruly Group Ltd,London
Unspun Creative Ltd,London
Unsworth (UK) Ltd,London
UNTAMED & UNCHAINED LIMITED,London
Unumplus Limited,London
UOL Development Limited,London
Upcast Social Limited,London
"UpClear, Ltd",London
Upfront Business Development Ltd,London
UPP Group Limited,London
UPSIDE INNOVATIONS LIMITED,LONDON
Upton-Hansen Architects Limited,London
UP-Unlocking Potential,London
UR Fashion Group (UK) Co. Limited,London
Urbacon Trading & Contracting UK Limited,London
Urban Airship UK Limited,London
Urban Intelligence Limited,London
URBAN MASSAGE LTD,LONDON
URBAN PROJECTS BUREAU LTD,LONDON
urbanest UK Ltd,London
URBN UK LTD (Divisional brands Urban Outfitters and Anthropologie),London
Ursulines of Jesus,London
URUYK Restaurants Limited,London
US Tax & Financial Services Ltd,London
Usablenet Ltd,London
Usborne Publishing Limited,London
User Voice,London
UST (GLOBAL) PRIVATE LIMITED,London
ustwo fampany limited,London
US-UK Educational Commission (US-UK Fulbright Commission),London
uSwitch Limited,London
Uzbekistan Airways,London
V&A Empire Consultant Ltd,LONDON
V&H LIMITED T/A LITTLE MOONS,LONDON
V&P Global Ltd,London
Vabel Limited,London
Vable Ltd,London
Vacherin Limited,London
Valebrook Limited,London
Valentine Health Partnership,London
Valero Operations Support Limited,London
Valextra UK Ltd,London
Valiance Services Limited,London
Valiantys Limited,London
VALIDEUS LIMITED,LONDON
Valor Real Estate Partners LLP,London
Valtech Limited,LONDON
VALTEGRA LLP,London
Valuation Office Agency,London
Value Retail Plc,London
ValueLabs (UK) Limited,London
Valutrades Limited,London
Van Breda Limited,London
Vanguard Brand Management Ltd,London
Vanguard Investments UK Ltd,London
Vanilr Ltd,London
Vanquish Technologies Ltd,London
Vantage Infrastructure (UK) Limited,London
Vantage Power Limited,London
Varde Partners Europe Limited,London
Varengold Bank AG,London
Varonis (UK) Limited,London
Vasily Enterprises Ltd TA The Back Pain Centre,London
VATit UK Ltd,London
Vattenfall Wind Power Ltd,London
VaynerMedia Limited,London
VCE Solutions Limited,London
VChain Technology Limited,London
VCP Advisors Limited,London
Ve Global UK Limited,London
Vectis IP Limited,LONDON
VECTONE MOBILE HOLDING LIMITED,LONDON
Vectoris Ltd,London
Vectos (South) Limited,London
Veda NFP Consulting Ltd,London
Vedanta Resources plc,London
Vedder Price LLP,London
Veg & City Drinks Ltd T/A Savse Smoothies,London
Velador Associates Ltd.,London
Veling Aviation UK Ltd,London
Velo Marketing Ltd,LondLondon
Velocity Mobile Ltd,London
Velocity Trade International Limited,London
Velos Partners,London
VELTRA UK,London
Vena Solutions UK Ltd.,London
Vendigo Finance Regional Limited,London
Venner Shipley LLP,London
Ventiv Technology Group International Ltd,London
Ventrue Filmworks,London
Venture Investments and Yield Management LLP,London
venturethree Limited,London
Venus by Maria Tash Limited,London
VEON Digital Limited,London
VERACODE LIMITED,London
Verasonics Ltd,LONDON
Verb Brands Limited,London
Verbalisation Ltd,London
Verbus International Limited,London
Verdantix Ltd,London
Verdelin Limited,London
Verdier & Co. Limited,London
"Verification Research, Training and Information Centre",London
Verigold Jewellery Ltd,London
Verisae UK,London
Verisk Advisory Services Limited,London
Veritas Investment Management LLP,London
Vermilion Partners,London
Vermilion Software Ltd,London
Verne Global Ltd,London
Verno Capital UK LLP,London
Verrents UK limited,London
Vertex Pharmaceuticals (Europe) Ltd,London
Vertical Networks Limited,London
Vertigo Studio UK Ltd.,London
Vertus Capital Limited,London
Verve Marketing London Limited,London
Verve Partners Limited,London
Veset International Limited,London
Veson Nautical Limited,London
VesselsValue Ltd,London
Vestigo Capital Advisors LLP,London
VF Services (UK) Ltd.,London
VGL Services Limited,London
VH Doctors Limited,London
VIA Manco (UK) Limited,London
Via Transportation UK Ltd,London
Viabizzuno UK Limited,London
Viapath LLP,London
VIASAT WORLD LIMITED,London
Vibe Teacher Recruitment Ltd,London
Vibhs Financial Limited,London
Vibrant Media Ltd,London
Vicalvi Contract UK Ltd,London
Vicapri Global Services Ltd,London
Vice UK Limited,London
Victor Hochhauser,London
Victoria and Albert Museum,London
Victoria Beckham Limited,London
Victoria Miro Gallery Ltd,London
Victoria Mutual Finance Limited,London
Victoria Oil and Gas PLC,London
Victoria's Secret UK Limited,London
Victory (Services) Association Limited,London
Victory Advisors Limited,London
Victory Christian Centre Assemblies of God,London
VICTORY CHURCH OF CHRIST,LONDON
Videobeat Networks Ltd,London
Videology Limited,London
Videre Est Credere,London
Vietnam Airlines,London
Vietnam Airlines,London
View The Space Limited,London
ViewSonic Europe Ltd,London
Vigo Gallery Ltd,London
Viking Global Investors Europe LLP,London
Vilee Media Services Ltd,London
Village Vet Group,London
Villeroy & Boch UK Limited,London
Vincent Chia Accountancy Services Ltd,London
Vincom Commodities Ltd,London
Vine Architecture Studio Limited,London
Vinson & Elkins RLLP,London
Vintage Films Ltd,London
VIRENS CHEMIST,LONDON
Virgin Active,London
Virgin Care Services Limited,London
Virgin Galactic Limited,London
Virgin Management Limited,London
Virgo Fidelis Convent Senior School,LONDON
Virtual Clarity Limited,London
Virtual Class Ltd trading as Third Space Learning,London
Virtual Tech Solutions Limited,London
Virtual Technology Cluster Group Limited,London
Virtuoso IT Limited,London
Virtus Holdco Limited,London
Virtus Partners Limited,London
Virtusa UK Limited,London
Visa Embassy Ltd T/A Global-Migrate,LONDON
VISA EUROPE LIMITED,LONDON
Visa Europe Services Inc,London
Visa Service Centre Limited,London
Visagio Limited,London
Visante UK Limited,London
Visier Limited,London
Vision Critical Research Solutions (UK) Limited,London
Vision Direct Group Ltd,London
Vision RT Ltd,London
Vision Semantics Limited,London
Vision33 Ltd,London
Visions UK Consulting Limited,London
Vista Entertainment Solutions (UK) Limited,London
VistaJet International Ltd,London
Vistex (UK) Ltd,London
Visual Artists Limited,London
Visual Media Services Ltd,London
Visualhouse Ltd,London
Vita Mojo International Ltd,London
Vitabiotcs Ltd,London
Vitality Corporate Services Limited,London
Vitech Systems UK Ltd,London
"Viteos Fund Services LLC, UK Branch",London
Vitesse plc,London
Vitol Services Limited,London
Vitruvian Partners Limited,London
Vitry Enfants Ltd,London
Viva Financial Services UK Ltd,London
Viva Model Management London Ltd,London
Vivacity Labs Limited,London
Vivaldi Partners Ltd,London
Vivid Economics Ltd,London
Vivo Energy UK Services Limited,London
Vivo Rewards Limited,London
VIVOBAREFOOT LTD,LONDON
VLE Limited,London
Vlocity UK Limited,London
VM Cloud Limited,London
VMob UK Limited,London
V-Nova Ltd,London
Vogt Landscape Limited,LONDON
Voice of America London News Centre,London
VOICE OF COMFORT INTERNATIONAL,LONDON
Voiceflex Limited,London
Volante Recruitment Services LTD,London
Volitation Co Ltd,London
Volta Data Centres Limited,London
Voltaire Capital (United Kingdom) Ltd,London
Voltaire Investments Limited,London
Volterra Fietta,London
VONSUNG LIMITED,LONDON
Vontobel Asset Management S.A.,London
VOSTOCK CAPITAL (UK) LIMITED,LONDON
Votorantim Securities (UK) Ltd,London
VOTRE PLUS BEAU SOURIERE LTD T/A ART ALIGN ORTHODONTICS,LONDON
Voxygen Limited,London
Voxygen Limited,London
vPPR Architects,London
VR Advisory Services (UK) LLP,London
VRS VERICLAIM UK LTD,LONDON
VS1 Business Services (Europe) Ltd,London
VSA Capital Limited,London
VTB Capital Plc,London
VTEK Solutions Ltd.,London
VTSL Ltd,London
VTTI MLP Services Limited,London
Vubiquity Management Limited,London
Vue Services Limited,London
Vuma Financial Limited,London
VUNGLE LIMITED,LONDON
Vuture Limited,London
Vyratech Limited t/a Loyalty Bus,London
VYRE Limited,London
Vzaar Limited,London
W COMMUNICATIONS,LONDON
W P J Services Limited,LONDON
W R Berkley London Staff Limited,London
W. Chump & Sons (Mugs & T-Shirts) Limited,London
W.P. Carey & Co Limited,London
W12 Studios Ltd,London
Wadhawan Global Capital (UK) Limited,London
Wagamama Limited,London
Wainbridge Limited,London
Walden Way & Co,London
Walgate Services Limited,London
WALK ON WATER PROPERTIES LIMITED,LONDON
Walker Books Ltd,London
Walker Hamill Limited,London
Walker Media Ltd T/A Blue 449,London
Wall Street Systems Services Corp,London
Wallace Collection,London
Wallace HCL Ltd,London
Wallstreetdocs Ltd,London
Walpole Partnership Ltd,London
Walsh Associates Limited,London
Walters and Cohen Limited,London
Walton Grace Ltd,London
Walworth Road Visionplus Ltd T/A Specsavers Opticians,London
Wan Media Ltd,London
Wanda One (UK) Limited,London
Wanda Productions UK LTD,London
WANDERA LTD,London
Wandsworth CCG,London
Wandsworth Medical Centre,London
Wandsworth Town Dental Practice,London
Wanis Management Services LLP,London
Want2BThere,London
Wanthiya Ltd T/A Thiwanya Fine Thai Cuisine,London
War Child UK,London
War on Want,London
War Resisters' International,London
Warburg Pincus International LLC,London
WARC Limited,London
Warner Bros Television Production UK Limited,London
Warner Bros. Entertainment UK Limited,London
Warner Bros. Productions Limited,London
Warner Music (UK) Ltd,London
Warp Records Ltd,London
WASTE CREATIVE LTD,LONDON
Wat Buddharam (London),London
Watch Xchange Ltd,London
Watchdog Fire & Security Limited,London
Water and Sanitation for the Urban Poor,London
WaterAid,London
Waterbomb Ltd,London
Waterfall Asset Management (UK) LLP,London
Waterfall House Limited,London
Waterman Group plc,London
Waterworks Operating Company UK Limited,London
Watkins Media Limited,London
Wave Transfer Limited,London
Wavecrest (UK) Ltd,London
WaveMetrix,London
Waverton INVESTMENT MANAGEMENT LIMITED,LONDON
Wavestone Advisors UK Limited,London
Way To Blue Limited,London
Wayfair (UK) Limited,London
Waypoint Asset Management Limited,London
WAYPOINT CORPORATE SERVICES LIMITED,LONDON
Wayward London Ltd,London
Wazoku Limited,London
WB Shiels Ltd,London
WDMP Ltd,London
We Are Fearless Limited,London
We Are Friday Limited,London
We Are Seventeen Limited,London
We are Social Ltd,London
We are Why Ltd.,London
We Make Websites Ltd,London
WeAG LTD UK,London
Wealth Dynamix,London
Wealth-X (UK) Ltd,London
WEARE4C UK LIMITED,London
WEAV Music Limited,London
Web Services Integration Ltd,London
Webb Yates Engineers Limited,London
Webber Represents Limited,London
Webcredible Limited,London
WebDMUK Ltd,London
Weber & Associates Limited,London
Webgains Ltd,London
Webigence Ltd,London
WebMD UK Limited,London
WeConvene Extel Limited,London
"Weil, Gotshal & Manges (London) LLP",London
Weisscomm Partners Ltd,London
Wei-UK Consulting Ltd,London
Welbeck Healthcare Ltd,London
Welbodi Partnership,London
Well Trade Services Ltd,London
Wellcom London Limited,London
Wellers Accountants,London
Wellington Management,London
"Wells Fargo Asset Management (International), LLC",London
Wells Fargo Bank N.A.,London
Wells Fargo Securities International Limited,London
Wells Fargo Trust Corporation Ltd,London
Wendel London Limited,London
Wendy Wu Tours Ltd,London
West Digital Ltd,London
West Gate Maintenance Limited,London
West Green Dental Practice,London
WEST HAM UNITED FOOTBALL CLUB,LONDON
West London Free School,London
West One Music Ltd,London
Westbourne Terrace Management Services Limited,London
Westbrook Europe (UK) LLP,London
WESTEND CLOTHING LTD,LONDON
Western Asset Management Company Limited,London
Western Union UK Limited,London
Westfield Europe Limited,London
Westleton Drake Ltd,London
Westminster Academy,London
Westminster Accountancy Limited,London
Westminster Cathedral Choir School,London
Westminster Chapel,London
Westminster City Council,London
Westminster Foundation for Democracy Limited,LONDON
Westminster Roman Catholic Diocese Trustee,London
WESTMINSTER SCHOOL,London
WESTON LIMITED,LONDON
WestonWilliamson + Partners LLP,London
Westpac Banking Corporation,London
Westport Capital Partners (UK) LLP,London
Westrock Limited,London
WeWork UK Limited,London
WEX Europe Limited,London
WFW Global LLP,London
WGC (UK) Ltd,London
Wharton Asset Management Company Limited,London
WHAT3WORDS LIMITED,LONDON
WHEB Asset Management LLP,London
WhereIsMyTransport,London
Which? (Consumers Association),London
Whichit UK Ltd,London
Whimsy & Wit Ltd t/a Run for the Hills,London
Whippet UK Limited,London
Whisper Films Ltd,London
Whistle Sports UK Limited,London
White & Case LLP,London
White & Richardson Ltd,London
WHITE CLOUD CAPITAL ADVISORS LIMITED,LONDON
White Cube Limited,London
White Label UK,London
White Light Limited,London
White Stuff,London
"Whitebox Advisors London, LLP",London
Whitechapel Dental Practice,London
Whitecliff Management Corporation Limited,London
Whitefield School,London
Whitehair Co. Ltd,London
WhiteHat Group Limited,London
Whitehelm Capital Ltd,LONDON
Whitespace Software Limited,London
Whitespace Ventures Limited,London
Whittington Health,London
WHIZZ EDUCATION LIMITED,LONDON
Whizz Kid Entertainment Limited,London
